race_id,馬,騎手,馬番,走破時間,オッズ,通過順,着順,体重,体重変化,性,齢,斤量,上がり,人気,レース名,日付,開催,クラス,芝・ダート,距離,回り,馬場,天気,場id,場名
202006010109,メイショウササユリ,横山典弘,7,1:53.8,7.0,4-5-4-3,3,516,6,牝,6,53,38.0,3,招福ステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,ダ,1800,右,良,晴,5,中山
202006010109,エンダウメント,田中勝春,4,1:53.8,12.9,14-13-13-9,4,498,0,牡,4,54,37.2,8,招福ステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,ダ,1800,右,良,晴,5,中山
202006010109,ウインユニファイド,ミナリク,3,1:53.9,28.6,6-6-7-7,5,524,2,牡,8,55,37.9,11,招福ステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,ダ,1800,右,良,晴,5,中山
202006010109,マイネルアンファン,丹内祐次,2,1:54.0,15.9,12-12-6-6,6,528,6,牡,5,53,38.1,9,招福ステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,ダ,1800,右,良,晴,5,中山
202006010109,ブライトンロック,田辺裕信,10,1:54.1,5.2,7-6-4-3,7,478,8,牡,6,56,38.4,1,招福ステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,ダ,1800,右,良,晴,5,中山
202006010109,アッシェンプッテル,松岡正海,8,1:54.2,5.6,8-8-9-9,8,496,-4,牝,4,53,38.0,2,招福ステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,ダ,1800,右,良,晴,5,中山
202006010109,メガオパールカフェ,内田博幸,13,1:54.3,240.1,4-3-3-3,9,542,0,牡,9,52,38.7,16,招福ステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,ダ,1800,右,良,晴,5,中山
202006010109,スマートセラヴィー,石橋脩,14,1:54.3,35.9,15-15-15-14,10,510,-2,牡,4,54,37.2,12,招福ステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,ダ,1800,右,良,晴,5,中山
202006010109,シベリウス,柴田善臣,6,1:54.3,46.7,10-10-11-9,11,474,0,牡,7,54,38.0,13,招福ステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,ダ,1800,右,良,晴,5,中山
202006010109,フクサンローズ,野中悠太,1,1:54.6,18.0,8-8-11-9,12,454,2,牝,6,52,38.2,10,招福ステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,ダ,1800,右,良,晴,5,中山
202006010109,アポロユッキー,藤田菜七,16,1:54.7,103.6,13-14-14-14,13,534,4,牝,6,50,37.8,14,招福ステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,ダ,1800,右,良,晴,5,中山
202006010109,ラスティユース,北村宏司,15,1:54.9,228.4,10-10-9-8,14,502,6,牡,5,53,38.7,15,招福ステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,ダ,1800,右,良,晴,5,中山
202006010109,リフトトゥヘヴン,Ｍ．デム,9,1:55.1,9.0,15-15-15-16,15,490,2,牡,6,54,38.0,6,招福ステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,ダ,1800,右,良,晴,5,中山
202006010109,ロジペルレスト,丸山元気,5,1:56.8,11.4,3-3-7-9,16,520,2,牡,5,54,40.8,7,招福ステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,ダ,1800,右,良,晴,5,中山
202006010110,エンゲルヘン,横山武史,15,1:08.0,4.3,1-1,1,476,0,牝,6,55,34.7,2,サンライズステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,芝,1200,右,良,晴,5,中山
202006010110,ジョーアラビカ,横山典弘,16,1:08.0,4.0,6-6,2,492,-6,牡,6,57,34.2,1,サンライズステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,芝,1200,右,良,晴,5,中山
202006010110,インスピレーション,田中勝春,9,1:08.0,10.7,10-10,3,492,4,牡,5,57,33.9,6,サンライズステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,芝,1200,右,良,晴,5,中山
202006010110,ビリーバー,杉原誠人,8,1:08.2,19.9,15-14,4,470,6,牝,5,55,33.5,9,サンライズステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,芝,1200,右,良,晴,5,中山
202006010110,ダイトウキョウ,田辺裕信,4,1:08.3,27.7,12-12,5,466,4,牡,8,57,33.9,11,サンライズステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,芝,1200,右,良,晴,5,中山
202006010110,バーミーブリーズ,西田雄一,11,1:08.3,57.1,10-10,6,470,6,牝,6,55,34.2,13,サンライズステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,芝,1200,右,良,晴,5,中山
202006010110,タケショウベスト,武藤雅,5,1:08.4,19.5,12-13,7,478,6,牝,6,55,34.0,8,サンライズステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,芝,1200,右,良,晴,5,中山
202006010110,スワーヴアーサー,マーフィ,1,1:08.6,6.2,9-9,8,498,6,牡,7,57,34.6,3,サンライズステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,芝,1200,右,良,晴,5,中山
202006010110,アリンナ,フォーリ,12,1:08.8,56.2,4-4,9,438,2,牝,6,55,35.2,12,サンライズステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,芝,1200,右,良,晴,5,中山
202006010110,プレディクト,丹内祐次,3,1:09.0,307.7,2-2,10,496,4,牡,5,57,35.6,15,サンライズステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,芝,1200,右,良,晴,5,中山
202006010110,スリーケープマンボ,松田大作,10,1:09.4,8.9,6-6,11,484,-8,セ,5,57,35.6,4,サンライズステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,芝,1200,右,良,晴,5,中山
202006010110,クラウンルシフェル,木幡巧也,13,1:09.6,312.1,16-15,12,498,12,牡,9,57,34.7,16,サンライズステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,芝,1200,右,良,晴,5,中山
202006010110,レコードチェイサー,菅原明良,7,1:09.7,21.7,2-2,13,450,4,牝,4,54,36.3,10,サンライズステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,芝,1200,右,良,晴,5,中山
202006010110,エムティアン,津村明秀,2,1:09.7,12.6,6-4,14,442,-2,牝,4,54,36.0,7,サンライズステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,芝,1200,右,良,晴,5,中山
202006010110,コロラトゥーレ,藤岡康太,14,1:09.9,105.4,4-6,15,476,-4,牝,6,55,36.4,14,サンライズステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,芝,1200,右,良,晴,5,中山
202006010110,ブリッツアウェイ,石橋脩,6,1:10.2,10.3,12-15,16,448,-2,牝,4,54,35.8,5,サンライズステークス ,2020年1月5日,1回中山1日目,4歳以上3勝クラス,芝,1200,右,良,晴,5,中山
202006010111,トリオンフ,Ｍ．デム,7,1:59.5,4.3,2-2-2-2,1,554,4,セ,6,58,35.6,2,第69回日刊スポ賞中山金杯(G3),2020年1月5日,1回中山1日目,4歳以上オープン,芝,2000,右,良,晴,5,中山
202006010111,ウインイクシード,松岡正海,8,1:59.5,10.9,5-5-5-4,2,498,2,牡,6,55,35.3,6,第69回日刊スポ賞中山金杯(G3),2020年1月5日,1回中山1日目,4歳以上オープン,芝,2000,右,良,晴,5,中山
202006010111,テリトーリアル,藤岡康太,1,1:59.6,39.7,6-5-8-6,3,480,-4,牡,6,56,35.2,11,第69回日刊スポ賞中山金杯(G3),2020年1月5日,1回中山1日目,4歳以上オープン,芝,2000,右,良,晴,5,中山
202006010111,ノーブルマーズ,ミナリク,4,1:59.7,34.0,2-2-3-3,4,496,-4,牡,7,56,35.7,10,第69回日刊スポ賞中山金杯(G3),2020年1月5日,1回中山1日目,4歳以上オープン,芝,2000,右,良,晴,5,中山
202006010111,マイネルハニー,横山武史,6,1:59.7,209.3,9-9-8-6,5,482,0,牡,7,56,35.3,15,第69回日刊スポ賞中山金杯(G3),2020年1月5日,1回中山1日目,4歳以上オープン,芝,2000,右,良,晴,5,中山
202006010111,マイネルサーパス,丹内祐次,16,1:59.8,26.9,10-9-11-12,6,482,6,牡,4,55,35.2,8,第69回日刊スポ賞中山金杯(G3),2020年1月5日,1回中山1日目,4歳以上オープン,芝,2000,右,良,晴,5,中山
202006010111,クレッシェンドラヴ,内田博幸,3,1:59.9,3.1,16-16-14-15,7,494,-2,牡,6,57,34.9,1,第69回日刊スポ賞中山金杯(G3),2020年1月5日,1回中山1日目,4歳以上オープン,芝,2000,右,良,晴,5,中山
202006010111,ザダル,マーフィ,17,2:00.0,5.7,10-9-8-10,8,488,8,牡,4,55,35.6,3,第69回日刊スポ賞中山金杯(G3),2020年1月5日,1回中山1日目,4歳以上オープン,芝,2000,右,良,晴,5,中山
202006010111,アンノートル,柴田大知,11,2:00.0,173.8,14-14-14-14,9,512,-2,牡,6,54,35.1,14,第69回日刊スポ賞中山金杯(G3),2020年1月5日,1回中山1日目,4歳以上オープン,芝,2000,右,良,晴,5,中山
202006010111,ギベオン,フォーリ,9,2:00.0,8.0,6-5-5-6,10,502,-6,牡,5,57.5,35.7,4,第69回日刊スポ賞中山金杯(G3),2020年1月5日,1回中山1日目,4歳以上オープン,芝,2000,右,良,晴,5,中山
202006010111,カデナ,鮫島克駿,15,2:00.1,20.1,17-17-16-15,11,474,2,牡,6,57,34.8,7,第69回日刊スポ賞中山金杯(G3),2020年1月5日,1回中山1日目,4歳以上オープン,芝,2000,右,良,晴,5,中山
202006010111,シャイニープリンス,勝浦正樹,10,2:00.2,356.0,12-12-12-12,12,510,0,牡,1,55,35.5,17,第69回日刊スポ賞中山金杯(G3),2020年1月5日,1回中山1日目,4歳以上オープン,芝,2000,右,良,晴,5,中山
202006010111,メイショウエイコウ,大野拓弥,14,2:00.4,326.7,15-15-16-17,13,448,-6,牡,6,53,35.1,16,第69回日刊スポ賞中山金杯(G3),2020年1月5日,1回中山1日目,4歳以上オープン,芝,2000,右,良,晴,5,中山
202006010111,レッドローゼス,田辺裕信,5,2:00.4,10.3,12-12-12-10,14,486,4,牡,6,56,35.7,5,第69回日刊スポ賞中山金杯(G3),2020年1月5日,1回中山1日目,4歳以上オープン,芝,2000,右,良,晴,5,中山
202006010111,タニノフランケル,石橋脩,12,2:00.7,58.8,4-4-3-4,15,520,0,牡,5,55,36.7,12,第69回日刊スポ賞中山金杯(G3),2020年1月5日,1回中山1日目,4歳以上オープン,芝,2000,右,良,晴,5,中山
202006010111,ブラックスピネル,津村明秀,2,2:00.9,28.2,1-1-1-1,16,526,6,牡,7,57,37.2,9,第69回日刊スポ賞中山金杯(G3),2020年1月5日,1回中山1日目,4歳以上オープン,芝,2000,右,良,晴,5,中山
202006010111,イレイション,北村宏司,13,2:01.0,128.0,6-5-5-6,17,502,2,牡,8,55,36.8,13,第69回日刊スポ賞中山金杯(G3),2020年1月5日,1回中山1日目,4歳以上オープン,芝,2000,右,良,晴,5,中山
202006010112,タイセイソニック,石橋脩,7,1:08.8,37.3,3-2,1,470,10,牡,5,57,34.6,11,4歳以上2勝クラス,2020年1月5日,1回中山1日目,4歳以上2勝クラス,芝,1200,右,良,晴,5,中山
202006010112,ハイヤーアプシス,田辺裕信,6,1:08.8,12.9,11-11,2,438,-2,牝,6,55,33.9,5,4歳以上2勝クラス,2020年1月5日,1回中山1日目,4歳以上2勝クラス,芝,1200,右,良,晴,5,中山
202006010112,ヴェルスパー,Ｍ．デム,8,1:08.8,11.3,6-4,3,452,2,牝,5,55,34.3,4,4歳以上2勝クラス,2020年1月5日,1回中山1日目,4歳以上2勝クラス,芝,1200,右,良,晴,5,中山
202006010112,シセイヒテン,丸山元気,5,1:08.9,14.6,8-8,4,444,-2,牡,5,57,34.3,6,4歳以上2勝クラス,2020年1月5日,1回中山1日目,4歳以上2勝クラス,芝,1200,右,良,晴,5,中山
202006010112,フォレブルート,マーフィ,10,1:08.9,2.6,3-4,5,444,12,牝,4,54,34.7,1,4歳以上2勝クラス,2020年1月5日,1回中山1日目,4歳以上2勝クラス,芝,1200,右,良,晴,5,中山
202006010112,ビヨンジオール,大野拓弥,16,1:09.1,99.9,13-13,6,524,12,牡,8,57,33.9,14,4歳以上2勝クラス,2020年1月5日,1回中山1日目,4歳以上2勝クラス,芝,1200,右,良,晴,5,中山
202006010112,ムスコローソ,武藤雅,2,1:09.2,27.9,10-10,7,518,10,牡,5,57,34.5,8,4歳以上2勝クラス,2020年1月5日,1回中山1日目,4歳以上2勝クラス,芝,1200,右,良,晴,5,中山
202006010112,ザイツィンガー,北村宏司,9,1:09.3,63.5,11-11,8,426,4,牡,4,56,34.4,13,4歳以上2勝クラス,2020年1月5日,1回中山1日目,4歳以上2勝クラス,芝,1200,右,良,晴,5,中山
202006010112,ショウナンマッシブ,吉田豊,12,1:09.4,35.4,8-8,9,478,2,牡,6,57,34.8,10,4歳以上2勝クラス,2020年1月5日,1回中山1日目,4歳以上2勝クラス,芝,1200,右,良,晴,5,中山
202006010112,ロードアクア,鮫島克駿,13,1:09.4,4.9,5-6,10,464,8,牡,4,56,35.1,3,4歳以上2勝クラス,2020年1月5日,1回中山1日目,4歳以上2勝クラス,芝,1200,右,良,晴,5,中山
202006010112,カステヘルミ,津村明秀,14,1:09.4,18.6,2-2,11,428,8,牝,4,54,35.3,7,4歳以上2勝クラス,2020年1月5日,1回中山1日目,4歳以上2勝クラス,芝,1200,右,良,晴,5,中山
202006010112,ワールドフォーラブ,フォーリ,4,1:09.4,4.9,6-6,12,450,-6,牝,6,55,34.9,2,4歳以上2勝クラス,2020年1月5日,1回中山1日目,4歳以上2勝クラス,芝,1200,右,良,晴,5,中山
202006010112,ピースユニヴァース,内田博幸,1,1:09.5,54.7,13-13,13,498,14,牡,5,57,34.3,12,4歳以上2勝クラス,2020年1月5日,1回中山1日目,4歳以上2勝クラス,芝,1200,右,良,晴,5,中山
202006010112,アズマヘリテージ,藤岡康太,11,1:09.7,111.6,15-15,14,476,20,牝,4,54,34.0,15,4歳以上2勝クラス,2020年1月5日,1回中山1日目,4歳以上2勝クラス,芝,1200,右,良,晴,5,中山
202006010112,イノバティブ,木幡巧也,3,1:10.0,120.0,16-16,15,450,14,セ,6,57,33.6,16,4歳以上2勝クラス,2020年1月5日,1回中山1日目,4歳以上2勝クラス,芝,1200,右,良,晴,5,中山
202006010112,オトナノジジョウ,藤田菜七,15,1:10.6,34.0,1-1,16,452,12,牝,4,51,36.6,9,4歳以上2勝クラス,2020年1月5日,1回中山1日目,4歳以上2勝クラス,芝,1200,右,良,晴,5,中山
202006010201,メモワールミノル,菅原明良,3,1:12.2,8.3,8-5,1,466,2,牡,3,54,37.8,5,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1200,右,良,晴,5,中山
202006010201,ドラゴンズバック,藤田菜七,6,1:12.4,21.8,1-1,2,460,6,牡,3,53,38.6,9,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1200,右,良,晴,5,中山
202006010201,サツキマス,マーフィ,5,1:12.5,3.6,4-3,3,458,-4,牝,3,54,38.4,1,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1200,右,良,晴,5,中山
202006010201,グレートコート,小林凌大,12,1:12.7,4.4,6-5,4,466,-4,牡,3,53,38.5,2,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1200,右,良,晴,5,中山
202006010201,ダウラギリ,石橋脩,11,1:12.8,6.2,2-2,5,498,16,牡,3,56,38.9,3,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1200,右,良,晴,5,中山
202006010201,ダイシンウィット,津村明秀,8,1:12.9,7.4,3-3,6,500,8,牡,3,56,38.9,4,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1200,右,良,晴,5,中山
202006010201,ヨシオドライヴ,江田照男,10,1:13.0,83.1,13-11,7,496,4,牡,3,56,37.9,11,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1200,右,良,晴,5,中山
202006010201,イデアイホマジョル,黛弘人,14,1:13.3,23.8,10-9,8,446,12,牡,3,56,38.6,10,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1200,右,良,晴,5,中山
202006010201,ハルノマリーナ,山田敬士,4,1:13.6,322.1,4-5,9,468,6,牝,3,51,39.5,15,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1200,右,良,晴,5,中山
202006010201,ロブソンテソーロ,丸山元気,16,1:13.7,17.0,6-8,10,476,8,牡,3,56,39.4,7,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1200,右,良,晴,5,中山
202006010201,ディーカラーズ,木幡育也,13,1:13.9,20.6,10-11,11,486,2,牡,3,54,39.2,8,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1200,右,良,晴,5,中山
202006010201,ショウリオウ,杉原誠人,9,1:14.3,491.8,13-13,12,456,16,牡,3,56,39.3,16,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1200,右,良,晴,5,中山
202006010201,ハクサンフルリール,武藤雅,1,1:14.3,284.0,15-14,13,440,-2,牡,3,56,38.9,13,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1200,右,良,晴,5,中山
202006010201,ヤマタケピースフル,横山和生,2,1:14.4,308.0,16-16,14,466,6,牡,3,56,38.1,14,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1200,右,良,晴,5,中山
202006010201,ノンリミット,勝浦正樹,7,1:14.6,152.8,8-9,15,468,4,牝,3,54,40.2,12,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1200,右,良,晴,5,中山
202006010201,ゲームアルアル,田中勝春,15,1:16.6,9.4,10-14,16,476,8,牡,3,56,41.9,6,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1200,右,良,晴,5,中山
202006010202,フラッフィクラウド,Ｍ．デム,13,1:57.4,2.3,3-3-3-3,1,466,6,牡,3,56,39.1,1,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010202,オーシャンバローズ,丸田恭介,1,1:57.6,22.1,11-10-12-8,2,470,0,牡,3,56,38.4,6,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010202,ラティノス,田辺裕信,15,1:57.8,19.4,7-8-6-4,3,500,0,牡,3,56,39.2,5,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010202,ネオストーリー,丸山元気,6,1:57.9,25.1,14-13-13-11,4,450,-2,牡,3,56,38.2,7,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010202,コスモスーベニア,丹内祐次,11,1:57.9,4.8,1-2-2-1,5,530,2,牡,3,56,39.8,2,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010202,クリノテルチャン,横山和生,7,1:57.9,59.7,6-6-6-6,6,482,0,牝,3,54,39.3,9,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010202,グシチャンノカゼ,北村友一,14,1:58.1,4.8,5-3-5-4,7,484,4,牡,3,56,39.7,3,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010202,ソルメンシス,江田照男,5,1:58.5,36.1,9-9-9-8,8,488,-4,牡,3,56,39.5,8,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010202,キズナビーム,横山武史,8,1:58.6,119.6,2-1-1-2,9,530,-4,牡,3,56,40.6,13,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010202,シエスタキー,ミナリク,16,1:59.0,60.6,3-5-6-8,10,488,26,牡,3,56,40.4,10,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010202,カフェメモワール,菅原明良,2,1:59.2,290.7,9-10-11-12,11,454,6,牝,3,52,40.1,16,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010202,フェアリーシップ,内田博幸,4,1:59.4,80.2,12-12-3-6,12,452,-10,牝,3,54,41.1,11,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010202,ラシカルガイブ,宮崎北斗,9,2:00.0,240.5,7-7-9-12,13,430,-8,牝,3,54,41.0,15,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010202,サンビュート,松岡正海,12,2:01.6,5.7,14-15-15-14,14,500,2,牡,3,56,41.5,4,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010202,レーヌセレスティン,武藤雅,10,2:02.0,98.9,12-14-14-15,15,494,14,牝,3,54,42.1,12,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010202,キーテーマ,吉田豊,3,2:43.5,195.1,16-16-16-16,16,440,-2,牡,3,56,82.9,14,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010203,アメリカンフェイス,マーフィ,9,1:55.8,2.0,3-3-2-1,1,474,4,牡,3,56,39.6,1,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010203,ルナエクリプス,石橋脩,13,1:55.9,4.1,8-7-2-2,2,516,0,牡,3,56,39.6,2,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010203,キンブレル,菅原明良,8,1:57.0,10.2,7-7-7-6,3,466,16,牡,3,54,40.3,4,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010203,サトノレガリア,ミナリク,4,1:57.1,4.8,3-3-6-4,4,502,8,牡,3,56,40.7,3,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010203,セイカタチバナ,丸田恭介,15,1:57.9,224.7,11-11-8-7,5,486,18,牡,3,56,41.1,13,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010203,マイネルサブマリン,柴田大知,11,1:57.9,14.2,10-10-8-8,6,472,0,牡,3,56,41.0,5,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010203,ビオロンスコッツ,山田敬士,14,1:58.6,63.0,12-12-10-10,7,466,8,牡,3,53,41.5,8,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
202006010203,エコロウィング,藤田菜七,7,1:58.6,63.8,12-12-12-12,8,450,6,牡,3,53,41.3,9,3歳未勝利,2020年1月6日,1回中山2日目,3歳未勝利,ダ,1800,右,良,晴,5,中山
